20240904,朝阳,红庙,101126282808,金台北街  朝南电梯房  精装修必看好房,360万,60413元/平,中楼层 (共16层) | 1987年 | 2室1厅 | 59.59平米 | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_Q4tWuBvce.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240904,朝阳,红庙,101125894460,红庙慈云寺新上田字格三居 中间层电梯直达 满五唯一必看好房,365万,47527元/平,中楼层 (共14层) | 1983年 | 3室1厅 | 76.8平米 | 北 南,https://ke-image.ljcdn.com/110000-inspection/a862f746-54b5-4d90-8c3f-517f4bbcb987_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240904,朝阳,红庙,101125142153,慈云寺西南两居 带明厅 楼龄新 不临街 无遮挡必看好房,419万,52818元/平,中楼层 (共18层) | 1998年 | 2室1厅 | 79.33平米 | 西南,https://ke-image.ljcdn.com/110000-inspection/727897aa-5426-4986-a049-aaf288a71f48_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240904,朝阳,红庙,101125116373,红庙北里 南北通透  格局方正 三居室 随时可看。必看好房,520万,62583元/平,低楼层 (共6层) 3室1厅 | 83.09平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/fe690694-01aa-42cf-9634-7f85930cefa4_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240904,朝阳,红庙,101124866988,金台里 电梯房一居室 房龄新 小区管理好必看好房,248万,50520元/平,中楼层 (共16层) 1室1厅 | 49.09平米 | 东北,https://ke-image.ljcdn.com/110000-inspection/03ed0837-829b-42aa-91f5-b0c94b01a3dd_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240904,朝阳,红庙,101126133193,金台北街 2室1厅 南必看好房,365万,54879元/平,高楼层 (共16层) | 1989年 | 2室1厅 | 66.51平米 | 南,https://ke-image.ljcdn.com/110000-inspection/26e1fb19-4be8-41bf-a4bc-0be1a663de86_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240904,朝阳,红庙,101125587404,双南户型 高楼层 视野开阔 观景CBD 满五年唯一,369万,56216元/平,高楼层 (共16层) | 1989年 | 2室1厅 | 65.64平米 | 南,https://ke-image.ljcdn.com/110000-inspection/pc1_WAYP2TL0b.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240904,朝阳,红庙,101124926303,延静西里双南向带客厅两居室电梯直达看房方便,449万,60277元/平,中楼层 (共17层) 2室1厅 | 74.49平米 | 南,https://ke-image.ljcdn.com/110000-inspection/5371a997-94f5-40a1-9378-3d7514f0577c_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240904,朝阳,红庙,101124917104,呼家楼金台里1993年两居室管理好,298万,49135元/平,顶层 (共4层) 2室1厅 | 60.65平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/bbeb8784-baa9-4f02-8391-d86b858d793b_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240904,朝阳,红庙,101124661333,金台里双东向两居室业主诚意出售挑高3米,268万,52519元/平,低楼层 (共3层) 2室1厅 | 51.03平米 | 东,https://ke-image.ljcdn.com/110000-inspection/pc1_ByUYyc6jZ_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240904,朝阳,红庙,101124389565,延静里中街南北通透带客厅低楼层无遮挡必看好房,286万,44266元/平,低楼层 (共6层) 2室1厅 | 64.61平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/b54a4966-d327-4b97-800d-30610e088cf0_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240904,朝阳,红庙,101124302719,金台北街   南向高层一居室  视野采光好,268万,66667元/平,高楼层 (共14层) | 1988年 | 1室1厅 | 40.2平米 | 南,https://ke-image.ljcdn.com/110000-inspection/4092ee0a-fff9-4739-8adf-093522445d27_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240904,朝阳,红庙,101124072537,金台路国贸CBD 二层双阳台 户型方正 精装修 产权清晰必看好房,268万,45828元/平,低楼层 (共6层) 2室1厅 | 58.48平米 | 东 西,https://ke-image.ljcdn.com/110000-inspection/pc1_i5PY9fMOu_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240904,朝阳,红庙,101124020538,华业玫瑰东方新上高层三居 满五唯一 观国贸和小区全景,1450万,86325元/平,高楼层 (共18层) | 2006年 | 3室1厅 | 167.97平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/c71ce8c4-fd37-4bc6-b9ff-efa03d70b1eb_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240904,朝阳,红庙,101123907487,地铁口朝南向高楼层国贸旁新装修一居钥匙房必看好房,280万,62417元/平,高楼层 (共16层) 1室1厅 | 44.86平米 | 南,https://ke-image.ljcdn.com/110000-inspection/8b9a551b-7df5-4374-82a4-c2d8804c36e9_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240904,朝阳,红庙,101123720741,红庙北里 大客厅 前后不临街  南北通透三居室必看好房,400万,57373元/平,中楼层 (共6层) 3室1厅 | 69.72平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/7570bf25-0d52-4c74-b816-c671a9722343_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240904,朝阳,红庙,101123657481,金台路地铁 红庙北里电梯直达东南向两居 中高层无遮挡,360万,59672元/平,中楼层 (共16层) | 1985年 | 2室1厅 | 60.33平米 | 东 南,https://ke-image.ljcdn.com/110000-inspection/4fcbcee2-60cc-407d-94fb-ae7908531f5e_1000.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240904,朝阳,红庙,101123584436,慈云寺优质好房此房带明厅户型合理小区环境好,355万,44127元/平,中楼层 (共18层) | 1998年 | 2室1厅 | 80.45平米 | 东 北,https://ke-image.ljcdn.com/110000-inspection/pc1_lnAIuk2IM_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20240904,朝阳,红庙,101123519926,6号线14号线金台路大望路红庙北里 南北通透两居室,299万,55649元/平,中楼层 (共5层) 2室1厅 | 53.73平米 | 南 北,https://ke-image.ljcdn.com/110000-inspection/pc1_tWErUGZED_1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
